YY-MM-DD,UNIQUE STORM NAME,STATUS OF SYSTEM,LATITUDE,LONGITUDE,WIND SPEED,PRESSURE,SR,YEAR,MONTH,DATE,DDMM,JULIAN,START DATE,END DATE,DURATION,TYPE,DECADE
19890624,ALLISON1989175, TD, 27.0N,  96.0W,30,1008,37157,1989,6,24,6/24,175,19890624,19890701,78,Named,1980
19890709,BARRY1989190, TD, 12.8N,  37.8W,25,1015,37186,1989,7,9,7/9,190,19890709,19890714,6,Named,1980
19890730,CHANTAL1989211, TD, 22.5N,  90.0W,20,1011,37204,1989,7,30,7/30,211,19890730,19890803,74,Named,1980
19890731,DEAN1989212, TD, 14.8N,  41.8W,25,1010,37220,1989,7,31,7/31,212,19890731,19890809,79,Named,1980
19890808,UNNAMED1989220, TD, 15.8N,  20.8W,25,-999,37258,1989,8,8,8/8,220,19890808,19890817,10,Unnamed,1980
19890818,ERIN1989230, TD, 14.3N,  22.4W,25,1012,37294,1989,8,18,8/18,230,19890818,19890827,10,Named,1980
19890826,FELIX1989238, TD, 16.8N,  21.0W,25,1009,37331,1989,8,26,8/26,238,19890826,19890910,85,Named,1980
19890827,UNNAMED1989239, TD, 13.0N,  48.2W,20,-999,37394,1989,8,27,8/27,239,19890827,19890828,2,Unnamed,1980
19890830,GABRIELLE1989242, TD, 11.6N,  21.0W,25,1011,37400,1989,8,30,8/30,242,19890830,19890913,84,Named,1980
19890910,HUGO1989253, TD, 13.2N,  20.0W,25,1010,37458,1989,9,10,9/10,253,19890910,19890925,16,Named,1980
19890916,IRIS1989259, TD, 11.3N,  44.0W,25,1017,37522,1989,9,16,9/16,259,19890916,19890921,6,Named,1980
19891002,UNNAMED1989275, TD, 11.9N,  43.0W,25,-999,37543,1989,10,2,10/2,275,19891002,19891005,4,Unnamed,1980
19891012,JERRY1989285, TD, 19.4N,  92.4W,25,1009,37558,1989,10,12,10/12,285,19891012,19891016,5,Named,1980
19891128,KAREN1989332, TD, 17.1N,  84.0W,25,1005,37578,1989,11,28,11/28,332,19891128,19891204,77,Named,1980
19900524,UNNAMED1990144, TD, 18.8N,  84.0W,25,-999,37602,1990,5,24,5/24,144,19900524,19900526,3,Unnamed,1990
19900722,ARTHUR1990203, TD,  8.8N,  41.9W,25,1010,37609,1990,7,22,7/22,203,19900722,19900727,6,Named,1990
19900724,BERTHA1990205, SD, 34.0N,  75.0W,20,1012,37631,1990,7,24,7/24,205,19900724,19900802,79,Named,1990
19900731,CESAR1990212, TD, 10.1N,  22.2W,25,1014,37668,1990,7,31,7/31,212,19900731,19900807,77,Named,1990
19900802,EDOUARD1990214, SD, 38.0N,  23.0W,30,1015,37699,1990,8,2,8/2,214,19900802,19900813,12,Named,1990
19900804,DIANA1990216, TD, 13.2N,  79.5W,25,1009,37743,1990,8,4,8/4,216,19900804,19900809,6,Named,1990
19900811,FRAN1990223, TD,  9.0N,  32.1W,25,1010,37768,1990,8,11,8/11,223,19900811,19900814,4,Named,1990
19900824,GUSTAV1990236, TD, 12.6N,  45.9W,25,1010,37781,1990,8,24,8/24,236,19900824,19900903,80,Named,1990
19900825,HORTENSE1990237, TD, 12.5N,  35.0W,25,1010,37822,1990,8,25,8/25,237,19900825,19900831,7,Named,1990
19900904,ISIDORE1990247, TD,  7.2N,  23.4W,25,1010,37848,1990,9,4,9/4,247,19900904,19900917,14,Named,1990
19900918,UNNAMED1990261, TD, 15.0N,  45.0W,30,-999,37903,1990,9,18,9/18,261,19900918,19900927,10,Unnamed,1990
19900921,JOSEPHINE1990264, TD, 14.0N,  32.0W,30,1009,37940,1990,9,21,9/21,264,19900921,19901006,86,Named,1990
19901003,KLAUS1990276, TD, 15.6N,  59.3W,30,1008,38002,1990,10,3,10/3,276,19901003,19901009,7,Named,1990
19901006,LILI1990279, SS, 36.0N,  44.0W,45,1000,38027,1990,10,6,10/6,279,19901006,19901015,10,Named,1990
19901009,MARCO1990282, TD, 22.5N,  79.5W,25,1004,38065,1990,10,9,10/9,282,19901009,19901013,5,Named,1990
19901016,NANA1990289, TD, 22.2N,  60.4W,25,1009,38082,1990,10,16,10/16,289,19901016,19901021,6,Named,1990
19910629,ANA1991180, LO, 25.9N,  78.0W,20,1012,38105,1991,6,29,6/29,180,19910629,19910705,77,Named,1990
19910705,UNNAMED1991186, TD, 23.4N,  96.2W,25,-999,38130,1991,7,5,7/5,186,19910705,19910707,3,Unnamed,1990
19910816,BOB1991228, TD, 25.6N,  74.3W,25,1014,38136,1991,8,16,8/16,228,19910816,19910829,14,Named,1990
19910824,UNNAMED1991236, TD, 14.5N,  23.1W,25,1011,38191,1991,8,24,8/24,236,19910824,19910826,3,Unnamed,1990
19910828,UNNAMED1991240, TD, 10.5N,  30.8W,25,-999,38198,1991,8,28,8/28,240,19910828,19910831,4,Unnamed,1990
19910904,CLAUDETTE1991247, TD, 26.7N,  55.9W,25,1014,38211,1991,9,4,9/4,247,19910904,19910914,11,Named,1990
19910907,DANNY1991250, TD, 10.4N,  25.8W,25,1010,38254,1991,9,7,9/7,250,19910907,19910911,5,Named,1990
19910908,ERIKA1991251, TD, 24.2N,  49.1W,25,1011,38273,1991,9,8,9/8,251,19910908,19910912,5,Named,1990
19911015,FABIAN1991288, TD, 18.9N,  85.7W,25,1010,38291,1991,10,15,10/15,288,19911015,19911017,3,Named,1990
19911024,UNNAMED1991297, TD, 13.4N,  42.3W,25,1009,38302,1991,10,24,10/24,297,19911024,19911025,2,Unnamed,1990
19911025,GRACE1991298, SD, 27.1N,  64.9W,25,1008,38307,1991,10,25,10/25,298,19911025,19911029,5,Named,1990
19911028,UNNAMED1991301, EX, 44.0N,  59.0W,30,1006,38325,1991,10,28,10/28,301,19911028,19911102,75,Unnamed,1990
19920421,UNNAMED1992111, SD, 24.0N,  59.0W,25,1006,38347,1992,4,21,4/21,111,19920421,19920424,4,Unnamed,1990
19920625,UNNAMED1992176, TD, 24.5N,  85.5W,25,1009,38361,1992,6,25,6/25,176,19920625,19920626,2,Unnamed,1990
19920724,UNNAMED1992205, TD, 28.6N,  62.1W,25,1016,38366,1992,7,24,7/24,205,19920724,19920726,3,Unnamed,1990
19920816,ANDREW1992228, TD, 10.8N,  35.5W,25,1010,38374,1992,8,16,8/16,228,19920816,19920828,13,Named,1990
19920917,BONNIE1992260, TD, 33.8N,  59.0W,30,1009,38426,1992,9,17,9/17,260,19920917,19921002,86,Named,1990
19920921,CHARLEY1992264, TD, 30.0N,  33.0W,25,1012,38487,1992,9,21,9/21,264,19920921,19920929,9,Named,1990
19920922,DANIELLE1992265, TD, 32.5N,  74.6W,30,1009,38518,1992,9,22,9/22,265,19920922,19920926,5,Named,1990
19920925,UNNAMED1992268, TD, 11.0N,  34.7W,25,1012,38536,1992,9,25,9/25,268,19920925,19921001,77,Unnamed,1990
19920926,EARL1992269, TD, 26.2N,  69.1W,25,1009,38561,1992,9,26,9/26,269,19920926,19921003,78,Named,1990
19921022,FRANCES1992295, EX, 26.3N,  60.8W,30,1009,38590,1992,10,22,10/22,295,19921022,19921030,9,Named,1990
19930531,UNNAMED1993151, TD, 21.5N,  84.0W,25,1003,38621,1993,5,31,5/31,151,19930531,19930603,73,Unnamed,1990
19930618,ARLENE1993169, TD, 20.5N,  91.9W,25,1006,38632,1993,6,18,6/18,169,19930618,19930621,4,Named,1990
19930804,BRET1993216, TD, 10.4N,  40.3W,30,1010,38647,1993,8,4,8/4,216,19930804,19930811,8,Named,1990
19930814,CINDY1993226, TD, 14.1N,  59.5W,30,1012,38680,1993,8,14,8/14,226,19930814,19930817,4,Named,1990
19930822,EMILY1993234, TD, 19.9N,  52.6W,30,1020,38692,1993,8,22,8/22,234,19930822,19930906,85,Named,1990
19930823,DENNIS1993235, TD, 13.6N,  30.8W,25,1010,38753,1993,8,23,8/23,235,19930823,19930828,6,Named,1990
19930907,FLOYD1993250, TD, 24.7N,  67.5W,25,1012,38774,1993,9,7,9/7,250,19930907,19930913,7,Named,1990
19930914,GERT1993257, TD, 10.6N,  80.7W,25,1008,38797,1993,9,14,9/14,257,19930914,19930921,8,Named,1990
19930918,HARVEY1993261, TD, 26.7N,  61.8W,30,1014,38827,1993,9,18,9/18,261,19930918,19930921,4,Named,1990
19930929,UNNAMED1993272, TD, 30.0N,  63.2W,30,1012,38840,1993,9,29,9/29,272,19930929,19930930,2,Unnamed,1990
19940630,ALBERTO1994181, TD, 21.7N,  83.6W,25,1011,38845,1994,6,30,6/30,181,19940630,19940707,78,Named,1990
19940720,UNNAMED1994201, TD, 32.2N,  78.9W,25,1017,38877,1994,7,20,7/20,201,19940720,19940721,2,Unnamed,1990
19940814,BERYL1994226, TD, 28.7N,  87.2W,20,1013,38883,1994,8,14,8/14,226,19940814,19940819,6,Named,1990
19940816,CHRIS1994228, TD, 11.3N,  39.4W,30,1010,38903,1994,8,16,8/16,228,19940816,19940823,8,Named,1990
19940829,UNNAMED1994241, TD, 20.5N,  93.0W,30,1007,38933,1994,8,29,8/29,241,19940829,19940831,3,Unnamed,1990
19940909,DEBBY1994252, TD, 13.1N,  56.8W,25,1011,38942,1994,9,9,9/9,252,19940909,19940911,3,Named,1990
19940921,ERNESTO1994264, TD, 10.1N,  29.9W,25,1010,38950,1994,9,21,9/21,264,19940921,19940926,6,Named,1990
19940924,UNNAMED1994267, TD, 16.0N,  84.5W,25,1008,38968,1994,9,24,9/24,267,19940924,19940926,3,Unnamed,1990
19940927,UNNAMED1994270, TD, 13.8N,  20.8W,30,1008,38978,1994,9,27,9/27,270,19940927,19940929,3,Unnamed,1990
19940929,UNNAMED1994272, TD, 20.5N,  86.0W,25,1007,38985,1994,9,29,9/29,272,19940929,19940930,2,Unnamed,1990
19941102,FLORENCE1994306, SD, 22.7N,  47.0W,30,1011,38992,1994,11,2,11/2,306,19941102,19941108,7,Named,1990
19941108,GORDON1994312, TD, 11.9N,  82.3W,25,1009,39020,1994,11,8,11/8,312,19941108,19941121,14,Named,1990
19950603,ALLISON1995154, TD, 17.4N,  84.3W,30,1005,39079,1995,6,3,6/3,154,19950603,19950611,9,Named,1990
19950705,BARRY1995186, TD, 32.0N,  72.0W,20,1019,39114,1995,7,5,7/5,186,19950705,19950710,6,Named,1990
19950712,CHANTAL1995193, TD, 17.1N,  54.9W,25,1012,39138,1995,7,12,7/12,193,19950712,19950722,11,Named,1990
19950728,DEAN1995209, TD, 26.2N,  86.6W,25,1009,39179,1995,7,28,7/28,209,19950728,19950802,75,Named,1990
19950731,ERIN1995212, TS, 22.3N,  73.2W,45,1004,39201,1995,7,31,7/31,212,19950731,19950806,76,Named,1990
19950805,UNNAMED1995217, TD, 20.2N,  95.2W,20,1008,39231,1995,8,5,8/5,217,19950805,19950807,3,Unnamed,1990
19950808,FELIX1995220, TD, 14.3N,  30.8W,30,1010,39240,1995,8,8,8/8,220,19950808,19950825,18,Named,1990
19950809,GABRIELLE1995221, TD, 23.7N,  94.8W,30,1007,39309,1995,8,9,8/9,221,19950809,19950812,4,Named,1990
19950822,HUMBERTO1995234, TD, 13.2N,  33.0W,30,1009,39320,1995,8,22,8/22,234,19950822,19950901,80,Named,1990
19950822,IRIS1995234, TD, 13.2N,  49.3W,30,1008,39361,1995,8,22,8/22,234,19950822,19950907,86,Named,1990
19950822,JERRY1995234, TD, 23.7N,  78.7W,20,1010,39427,1995,8,22,8/22,234,19950822,19950828,7,Named,1990
19950826,KAREN1995238, TD, 15.4N,  32.7W,30,1009,39449,1995,8,26,8/26,238,19950826,19950903,78,Named,1990
19950827,LUIS1995239, TD, 11.3N,  22.7W,25,1010,39480,1995,8,27,8/27,239,19950827,19950912,86,Named,1990
19950909,UNNAMED1995252, TD, 17.9N,  41.9W,25,1009,39546,1995,9,9,9/9,252,19950909,19950913,5,Unnamed,1990
19950912,MARILYN1995255, TD, 11.7N,  50.9W,30,1006,39563,1995,9,12,9/12,255,19950912,19951001,90,Named,1990
19950926,NOEL1995269, TD, 10.4N,  37.7W,25,1007,39642,1995,9,26,9/26,269,19950926,19951007,82,Named,1990
19950927,OPAL1995270, TD, 19.1N,  87.3W,25,1004,39687,1995,9,27,9/27,270,19950927,19951006,80,Named,1990
19951004,PABLO1995277, TD,  8.3N,  31.4W,30,1009,39726,1995,10,4,10/4,277,19951004,19951008,5,Named,1990
19951007,ROXANNE1995280, TD, 14.0N,  82.1W,25,1005,39742,1995,10,7,10/7,280,19951007,19951021,15,Named,1990
19951020,SEBASTIEN1995293, TD, 13.8N,  53.8W,25,1006,39798,1995,10,20,10/20,293,19951020,19951025,6,Named,1990
19951027,TANYA1995300, TD, 24.6N,  59.2W,30,1004,39817,1995,10,27,10/27,300,19951027,19951103,77,Named,1990
19960617,ARTHUR1996168, TD, 26.8N,  77.8W,25,1010,39846,1996,6,17,6/17,168,19960617,19960623,7,Named,1990
19960705,BERTHA1996186, TD,  9.8N,  34.0W,30,1009,39868,1996,7,5,7/5,186,19960705,19960717,13,Named,1990
19960724,CESAR1996205, TD, 11.8N,  62.6W,25,1009,39919,1996,7,24,7/24,205,19960724,19960728,5,Named,1990
19960819,DOLLY1996231, TD, 17.3N,  80.2W,25,1009,39937,1996,8,19,8/19,231,19960819,19960825,7,Named,1990
19960819,EDOUARD1996231, TD, 12.4N,  19.9W,25,1007,39962,1996,8,19,8/19,231,19960819,19960906,88,Named,1990
19960823,FRAN1996235, TD, 14.0N,  21.0W,25,1012,40035,1996,8,23,8/23,235,19960823,19960910,88,Named,1990
19960826,GUSTAV1996238, TD, 12.7N,  23.0W,30,1008,40107,1996,8,26,8/26,238,19960826,19960902,77,Named,1990
19960903,HORTENSE1996246, TD, 14.9N,  41.0W,25,1006,40136,1996,9,3,9/3,246,19960903,19960916,14,Named,1990
19960924,ISIDORE1996267, TD,  8.6N,  23.3W,25,1008,40189,1996,9,24,9/24,267,19960924,19961002,79,Named,1990
19961004,JOSEPHINE1996277, TD, 22.7N,  96.2W,25,1003,40222,1996,10,4,10/4,277,19961004,19961016,13,Named,1990
19961011,KYLE1996284, TD, 17.3N,  86.5W,30,1006,40269,1996,10,11,10/11,284,19961011,19961012,2,Named,1990
19961014,LILI1996287, TD, 12.8N,  80.4W,25,1006,40276,1996,10,14,10/14,287,19961014,19961029,16,Named,1990
19961113,MARCO1996317, LO, 10.5N,  77.5W,20,1009,40336,1996,11,13,11/13,317,19961113,19961126,14,Named,1990
19970531,UNNAMED1997151, LO, 28.5N,  77.4W,25,1011,40390,1997,5,31,5/31,151,19970531,19970602,72,Unnamed,1990
19970630,ANA1997181, TD, 32.0N,  77.2W,30,1013,40399,1997,6,30,6/30,181,19970630,19970705,76,Named,1990
19970711,BILL1997192, TD, 30.4N,  69.9W,30,1014,40418,1997,7,11,7/11,192,19970711,19970713,3,Named,1990
19970713,CLAUDETTE1997194, EX, 31.3N,  73.6W,25,1012,40428,1997,7,13,7/13,194,19970713,19970716,4,Named,1990
19970716,DANNY1997197, TD, 27.4N,  92.6W,25,1013,40444,1997,7,16,7/16,197,19970716,19970727,12,Named,1990
19970717,UNNAMED1997198, TD, 12.0N,  51.5W,25,1009,40491,1997,7,17,7/17,198,19970717,19970719,3,Unnamed,1990
19970903,ERIKA1997246, TD, 10.9N,  44.1W,30,1006,40499,1997,9,3,9/3,246,19970903,19970919,17,Named,1990
19971004,FABIAN1997277, TD, 24.2N,  64.5W,25,1009,40566,1997,10,4,10/4,277,19971004,19971008,5,Named,1990
19971014,GRACE1997287, TD, 20.0N,  68.7W,30,1002,40583,1997,10,14,10/14,287,19971014,19971017,4,Named,1990
19980727,ALEX1998208, TD, 11.3N,  25.4W,25,1009,40596,1998,7,27,7/27,208,19980727,19980802,76,Named,1990
19980819,BONNIE1998231, TD, 14.7N,  48.1W,25,1009,40622,1998,8,19,8/19,231,19980819,19980831,13,Named,1990
19980821,CHARLEY1998233, TD, 25.3N,  92.3W,25,1008,40671,1998,8,21,8/21,233,19980821,19980824,4,Named,1990
19980824,DANIELLE1998236, TD, 13.4N,  34.3W,25,1007,40684,1998,8,24,8/24,236,19980824,19980908,85,Named,1990
19980831,EARL1998243, TD, 21.6N,  93.5W,30,1005,40745,1998,8,31,8/31,243,19980831,19980908,78,Named,1990
19980908,FRANCES1998251, TD, 25.5N,  94.5W,30,1000,40778,1998,9,8,9/8,251,19980908,19980913,6,Named,1990
19980915,GEORGES1998258, TD,  9.7N,  25.1W,30,1009,40799,1998,9,15,9/15,258,19980915,19981001,87,Named,1990
19980917,HERMINE1998260, TD, 26.9N,  90.3W,30,1001,40870,1998,9,17,9/17,260,19980917,19980920,4,Named,1990
19980919,IVAN1998262, TD, 13.4N,  26.6W,25,1010,40885,1998,9,19,9/19,262,19980919,19980927,9,Named,1990
19980921,JEANNE1998264, TD,  9.6N,  17.4W,30,1008,40921,1998,9,21,9/21,264,19980921,19981004,84,Named,1990
19980923,KARL1998266, TD, 33.3N,  65.4W,25,1003,40975,1998,9,23,9/23,266,19980923,19980929,7,Named,1990
19981005,LISA1998278, TD, 13.9N,  46.4W,30,1008,41001,1998,10,5,10/5,278,19981005,19981010,6,Named,1990
19981022,MITCH1998295, TD, 11.6N,  76.1W,30,1002,41022,1998,10,22,10/22,295,19981022,19981109,88,Named,1990
19981124,NICOLE1998328, TD, 28.3N,  28.0W,30,1010,41100,1998,11,24,11/24,328,19981124,19981202,79,Named,1990
19990611,ARLENE1999162, TD, 27.1N,  58.1W,30,1010,41135,1999,6,11,6/11,162,19990611,19990618,8,Named,1990
19990702,UNNAMED1999183, TD, 20.2N,  95.0W,30,1006,41161,1999,7,2,7/2,183,19990702,19990703,2,Unnamed,1990
19990818,BRET1999230, TD, 19.5N,  94.4W,30,1010,41165,1999,8,18,8/18,230,19990818,19990825,8,Named,1990
19990819,CINDY1999231, TD, 13.5N,  18.9W,30,1003,41191,1999,8,19,8/19,231,19990819,19990831,13,Named,1990
19990824,DENNIS1999236, TD, 21.5N,  67.7W,30,1009,41242,1999,8,24,8/24,236,19990824,19990908,85,Named,1990
19990824,EMILY1999236, TD, 11.5N,  53.6W,30,1007,41308,1999,8,24,8/24,236,19990824,19990828,5,Named,1990
19990905,UNNAMED1999248, TD, 21.6N,  96.4W,25,1006,41326,1999,9,5,9/5,248,19990905,19990907,3,Unnamed,1990
19990907,FLOYD1999250, TD, 14.6N,  45.6W,25,1008,41334,1999,9,7,9/7,250,19990907,19990919,13,Named,1990
19990911,GERT1999254, TD, 12.6N,  24.2W,30,1006,41384,1999,9,11,9/11,254,19990911,19990923,13,Named,1990
19990919,HARVEY1999262, TD, 25.0N,  87.8W,30,1005,41433,1999,9,19,9/19,262,19990919,19990922,4,Named,1990
19991004,UNNAMED1999277, TD, 20.1N,  94.1W,30,1005,41447,1999,10,4,10/4,277,19991004,19991006,3,Unnamed,1990
19991006,UNNAMED1999279, TD, 14.4N,  44.8W,30,1008,41457,1999,10,6,10/6,279,19991006,19991008,3,Unnamed,1990
19991012,IRENE1999285, LO, 15.9N,  82.0W,20,1006,41469,1999,10,12,10/12,285,19991012,19991019,8,Named,1990
19991017,JOSE1999290, TD,  9.8N,  50.8W,25,1006,41503,1999,10,17,10/17,290,19991017,19991025,9,Named,1990
19991028,KATRINA1999301, TD, 11.4N,  80.9W,30,1001,41537,1999,10,28,10/28,301,19991028,19991101,74,Named,1990
19991113,LENNY1999317, TD, 16.7N,  81.6W,30,1003,41553,1999,11,13,11/13,317,19991113,19991123,11,Named,1990
20000607,UNNAMED2000158, TD, 21.0N,  93.0W,25,1008,41592,2000,6,7,6/7,158,20000607,20000608,2,Unnamed,2000
20000623,UNNAMED2000174, TD,  9.5N,  19.8W,25,1010,41596,2000,6,23,6/23,174,20000623,20000625,3,Unnamed,2000
20000803,ALBERTO2000215, TD, 10.8N,  18.0W,25,1007,41608,2000,8,3,8/3,215,20000803,20000825,23,Named,2000
20000808,UNNAMED2000220, TD, 28.2N,  74.2W,30,1011,41695,2000,8,8,8/8,220,20000808,20000811,4,Unnamed,2000
20000813,BERYL2000225, TD, 22.5N,  93.5W,30,1008,41708,2000,8,13,8/13,225,20000813,20000815,3,Named,2000
20000817,CHRIS2000229, TD, 14.2N,  51.9W,25,1009,41717,2000,8,17,8/17,229,20000817,20000819,3,Named,2000
20000819,DEBBY2000231, TD, 12.0N,  44.5W,30,1010,41726,2000,8,19,8/19,231,20000819,20000824,6,Named,2000
20000901,ERNESTO2000244, TD, 14.8N,  45.2W,25,1009,41749,2000,9,1,9/1,244,20000901,20000903,3,Named,2000
20000908,UNNAMED2000251, TD, 27.5N,  93.5W,25,1009,41759,2000,9,8,9/8,251,20000908,20000909,2,Unnamed,2000
20000910,FLORENCE2000253, SD, 30.9N,  70.9W,30,1007,41765,2000,9,10,9/10,253,20000910,20000917,8,Named,2000
20000914,GORDON2000257, TD, 19.8N,  87.3W,25,1008,41794,2000,9,14,9/14,257,20000914,20000921,8,Named,2000
20000915,HELENE2000258, TD, 14.9N,  52.2W,25,1010,41823,2000,9,15,9/15,258,20000915,20000925,11,Named,2000
20000921,ISAAC2000264, TD, 11.5N,  23.0W,30,1008,41865,2000,9,21,9/21,264,20000921,20001004,84,Named,2000
20000925,JOYCE2000268, TD, 11.2N,  29.6W,25,1009,41917,2000,9,25,9/25,268,20000925,20001002,78,Named,2000
20000928,KEITH2000271, TD, 16.1N,  82.9W,25,1005,41945,2000,9,28,9/28,271,20000928,20001006,79,Named,2000
20001004,LESLIE2000277, SD, 29.0N,  81.4W,30,1012,41980,2000,10,4,10/4,277,20001004,20001010,7,Named,2000
20001015,MICHAEL2000288, SD, 30.0N,  71.2W,30,1007,42006,2000,10,15,10/15,288,20001015,20001020,6,Named,2000
20001019,NADINE2000292, TD, 26.2N,  59.9W,25,1009,42028,2000,10,19,10/19,292,20001019,20001022,4,Named,2000
20001025,UNNAMED2000298, EX, 21.5N,  69.5W,30,1009,42041,2000,10,25,10/25,298,20001025,20001029,5,Unnamed,2000
20010605,ALLISON2001156, TS, 27.5N,  95.0W,40,1007,42061,2001,6,5,6/5,156,20010605,20010619,15,Named,2000
20010711,UNNAMED2001192, TD, 10.9N,  42.1W,25,1011,42118,2001,7,11,7/11,192,20010711,20010712,2,Unnamed,2000
20010802,BARRY2001214, TD, 25.7N,  84.8W,30,1011,42123,2001,8,2,8/2,214,20010802,20010808,7,Named,2000
20010814,CHANTAL2001226, TD, 12.8N,  37.0W,25,1010,42148,2001,8,14,8/14,226,20010814,20010822,9,Named,2000
20010822,DEAN2001234, TS, 17.9N,  64.3W,45,1010,42181,2001,8,22,8/22,234,20010822,20010829,8,Named,2000
20010901,ERIN2001244, TD, 12.5N,  34.3W,30,1006,42210,2001,9,1,9/1,244,20010901,20010917,17,Named,2000
20010907,FELIX2001250, TD, 13.9N,  28.4W,30,1008,42272,2001,9,7,9/7,250,20010907,20010919,13,Named,2000
20010911,GABRIELLE2001254, TD, 25.8N,  84.1W,25,1010,42318,2001,9,11,9/11,254,20010911,20010921,11,Named,2000
20010919,UNNAMED2001262, TD, 13.4N,  81.9W,30,1008,42359,2001,9,19,9/19,262,20010919,20010920,2,Unnamed,2000
20010921,HUMBERTO2001264, TD, 25.1N,  64.2W,25,1012,42363,2001,9,21,9/21,264,20010921,20010927,7,Named,2000
20011004,IRIS2001277, TD, 12.3N,  58.2W,25,1011,42389,2001,10,4,10/4,277,20011004,20011009,6,Named,2000
20011006,JERRY2001279, TD, 10.6N,  50.6W,25,1008,42411,2001,10,6,10/6,279,20011006,20011008,3,Named,2000
20011011,KAREN2001284, EX, 27.5N,  63.0W,30,1009,42421,2001,10,11,10/11,284,20011011,20011015,5,Named,2000
20011027,LORENZO2001300, TD, 27.2N,  34.9W,30,1010,42440,2001,10,27,10/27,300,20011027,20011031,5,Named,2000
20011029,MICHELLE2001302, TD, 13.3N,  83.6W,30,1004,42456,2001,10,29,10/29,302,20011029,20011106,78,Named,2000
20011104,NOEL2001308, SS, 33.9N,  50.4W,45,988,42491,2001,11,4,11/4,308,20011104,20011106,3,Named,2000
20011123,OLGA2001327, EX, 30.5N,  51.0W,25,1003,42503,2001,11,23,11/23,327,20011123,20011204,82,Named,2000
20020714,ARTHUR2002195, TD, 34.3N,  76.8W,30,1009,42550,2002,7,14,7/14,195,20020714,20020719,6,Named,2000
20020804,BERTHA2002216, TD, 29.0N,  88.5W,25,1012,42570,2002,8,4,8/4,216,20020804,20020809,6,Named,2000
20020805,CRISTOBAL2002217, TD, 32.0N,  77.2W,30,1008,42593,2002,8,5,8/5,217,20020805,20020808,4,Named,2000
20020829,DOLLY2002241, TD,  9.5N,  31.2W,30,1007,42606,2002,8,29,8/29,241,20020829,20020904,76,Named,2000
20020901,EDOUARD2002244, TD, 29.2N,  78.8W,30,1013,42632,2002,9,1,9/1,244,20020901,20020906,6,Named,2000
20020905,FAY2002248, TD, 28.0N,  93.8W,30,1009,42653,2002,9,5,9/5,248,20020905,20020911,7,Named,2000
20020907,UNNAMED2002250, TD, 24.3N,  47.5W,30,1013,42676,2002,9,7,9/7,250,20020907,20020908,2,Unnamed,2000
20020908,GUSTAV2002251, SD, 29.0N,  71.0W,30,1009,42681,2002,9,8,9/8,251,20020908,20020915,8,Named,2000
20020912,HANNA2002255, TD, 26.3N,  86.6W,30,1001,42711,2002,9,12,9/12,255,20020912,20020915,4,Named,2000
20020914,ISIDORE2002257, TD, 10.0N,  60.5W,25,1009,42728,2002,9,14,9/14,257,20020914,20020927,14,Named,2000
20020917,JOSEPHINE2002260, TD, 32.7N,  52.4W,30,1016,42783,2002,9,17,9/17,260,20020917,20020919,3,Named,2000
20020920,KYLE2002263, SD, 28.3N,  51.8W,25,1007,42792,2002,9,20,9/20,263,20020920,20021012,93,Named,2000
20020921,LILI2002264, TD, 10.2N,  44.6W,25,1009,42882,2002,9,21,9/21,264,20020921,20021004,84,Named,2000
20021014,UNNAMED2002287, TD, 16.9N,  82.6W,30,1008,42939,2002,10,14,10/14,287,20021014,20021016,3,Unnamed,2000
20030418,ANA2003108, EX, 29.1N,  66.2W,30,1008,42950,2003,4,18,4/18,108,20030418,20030427,10,Named,2000
20030611,UNNAMED2003162, TD,  9.5N,  40.8W,30,1009,42989,2003,6,11,6/11,162,20030611,20030611,1,Unnamed,2000
20030628,BILL2003179, LO, 19.5N,  89.0W,20,1009,42993,2003,6,28,6/28,179,20030628,20030703,76,Named,2000
20030707,CLAUDETTE2003188, WV, 11.1N,  53.5W,25,1010,43014,2003,7,7,7/7,188,20030707,20030717,11,Named,2000
20030716,DANNY2003197, TD, 30.8N,  54.1W,25,1017,43059,2003,7,16,7/16,197,20030716,20030727,12,Named,2000
20030719,UNNAMED2003200, TD, 12.3N,  43.5W,30,1010,43103,2003,7,19,7/19,200,20030719,20030721,3,Unnamed,2000
20030725,UNNAMED2003206, TD, 29.3N,  80.1W,25,1017,43111,2003,7,25,7/25,206,20030725,20030727,3,Unnamed,2000
20030814,ERIKA2003226, TS, 26.4N,  83.3W,35,1011,43118,2003,8,14,8/14,226,20030814,20030817,4,Named,2000
20030821,UNNAMED2003233, TD, 14.5N,  65.5W,30,1009,43129,2003,8,21,8/21,233,20030821,20030822,2,Unnamed,2000
20030827,FABIAN2003239, TD, 14.6N,  30.7W,25,1009,43133,2003,8,27,8/27,239,20030827,20030909,83,Named,2000
20030830,GRACE2003242, TD, 24.3N,  92.4W,30,1008,43186,2003,8,30,8/30,242,20030830,20030902,73,Named,2000
20030903,HENRI2003246, TD, 27.4N,  87.7W,25,1013,43199,2003,9,3,9/3,246,20030903,20030908,6,Named,2000
20030906,ISABEL2003249, TD, 13.8N,  31.4W,30,1009,43221,2003,9,6,9/6,249,20030906,20030920,15,Named,2000
20030908,UNNAMED2003251, TD, 11.6N,  21.7W,25,1009,43279,2003,9,8,9/8,251,20030908,20030910,3,Unnamed,2000
